[PSDMarkerDump] Kind=pikNone Caption="レイヤー" File="D:\VoiceroidProj\PSD\こーすけさんたまりあ\akane_kotonoha_1.2.1\琴葉茜 - 私服(小).psd"

D=0 V=1 M=! Name="!v1"
D=4 V=0 M=* Name="*ばんざいぱー"
D=4 V=0 M=* Name="*ダブピ(両)※2"
D=3 V=0 M=  Name="腕"
D=4 V=1 M=* Name="*通常"
D=4 V=0 M=* Name="*腰"
D=4 V=0 M=* Name="*きゅ"
D=4 V=0 M=* Name="*グー"
D=4 V=0 M=* Name="*チョキ"
D=4 V=0 M=* Name="*パー"
D=4 V=0 M=* Name="*猫手"
D=4 V=0 M=* Name="*お手上げ"
D=4 V=0 M=* Name="*がんばるぞい(両)※"
D=4 V=0 M=* Name="*頬(両)※"
D=4 V=0 M=+ Name="+悩む(右)※"
D=4 V=0 M=+ Name="+しー(右)※"
D=4 V=0 M=* Name="*ばんざいぐー"
D=4 V=0 M=* Name="*ばんざいちょき"
D=4 V=0 M=* Name="*ばんざいぱー"
D=4 V=0 M=* Name="*つんつん"
D=4 V=0 M=* Name="*ダブピ(両)※2"
D=2 V=1 M=  Name="飾り"
D=3 V=0 M=+ Name="+眼鏡茜"
D=3 V=0 M=+ Name="+眼鏡葵"
D=3 V=0 M=+ Name="+ケモミミ"
D=3 V=0 M=+ Name="+警察帽"
D=3 V=0 M=+ Name="+髪留め"
D=3 V=1 M=  Name="髪留め"
D=3 V=0 M=+ Name="+髪飾"
D=2 V=1 M=  Name="眉"
D=3 V=1 M=* Name="*通常"
D=3 V=0 M=* Name="*通常下"
D=3 V=0 M=* Name="*疑う"
D=3 V=0 M=* Name="*ハの字"
D=3 V=0 M=* Name="*釣り"
D=3 V=0 M=* Name="*泣き"
D=3 V=0 M=* Name="*怒り"
D=2 V=1 M=  Name="前髪"
D=3 V=1 M=* Name="*もふもふ"
D=3 V=0 M=* Name="*すっきり"
D=3 V=0 M=* Name="*ミニ"
D=3 V=0 M=* Name="*ショート"
D=2 V=0 M=  Name="口葵"
D=3 V=0 M=* Name="*開く"
D=3 V=0 M=* Name="*半"
D=3 V=1 M=* Name="*閉じ"
D=3 V=0 M=* Name="*笑顔"
D=3 V=0 M=* Name="*o"
D=3 V=0 M=* Name="*イー"
D=3 V=0 M=* Name="*疲れ"
D=3 V=0 M=* Name="*疲れよだれ"
D=3 V=0 M=* Name="*ガー"
D=3 V=0 M=* Name="*叫ぶ"
D=3 V=0 M=* Name="*煽り"
D=3 V=0 M=* Name="*噴き出す"
D=3 V=0 M=* Name="*吐血"
D=3 V=0 M=* Name="*ぐぬぬ"
D=3 V=0 M=* Name="*悔しい"
D=3 V=0 M=* Name="*ニカッ"
D=3 V=0 M=* Name="*にやり"
D=3 V=0 M=* Name="*うっぷ"
D=3 V=0 M=* Name="*△"
D=3 V=0 M=* Name="*ぷぇー"
D=3 V=0 M=* Name="*―"
D=3 V=0 M=* Name="*引き笑い"
D=3 V=0 M=* Name="*よだれ開"
D=3 V=0 M=* Name="*よだれ"
D=3 V=0 M=* Name="*ペロ"
D=3 V=0 M=* Name="*驚き"
D=3 V=0 M=* Name="*あわわ"
D=3 V=0 M=* Name="*ベー"
D=3 V=0 M=* Name="*ε"
D=3 V=0 M=* Name="*栗"
D=3 V=0 M=* Name="*へ"
D=3 V=0 M=* Name="*不敵"
D=3 V=0 M=* Name="*＼／"
D=2 V=1 M=  Name="口茜"
D=3 V=0 M=* Name="*開く"
D=3 V=0 M=* Name="*半"
D=3 V=1 M=* Name="*閉じ"
D=3 V=0 M=* Name="*笑顔"
D=3 V=0 M=* Name="*o"
D=3 V=0 M=* Name="*イー"
D=3 V=0 M=* Name="*疲れ"
D=3 V=0 M=* Name="*疲れよだれ"
D=3 V=0 M=* Name="*ガー"
D=3 V=0 M=* Name="*叫ぶ"
D=3 V=0 M=* Name="*煽り"
D=3 V=0 M=* Name="*噴き出す"
D=3 V=0 M=* Name="*吐血"
D=3 V=0 M=* Name="*ぐぬぬ"
D=3 V=0 M=* Name="*悔しい"
D=3 V=0 M=* Name="*ニカッ"
D=3 V=0 M=* Name="*にやり"
D=3 V=0 M=* Name="*うっぷ"
D=3 V=0 M=* Name="*△"
D=3 V=0 M=* Name="*ぷぇー"
D=3 V=0 M=* Name="*―"
D=3 V=0 M=* Name="*引き笑い"
D=3 V=0 M=* Name="*よだれ開"
D=3 V=0 M=* Name="*よだれ"
D=3 V=0 M=* Name="*ペロ"
D=3 V=0 M=* Name="*驚き"
D=3 V=0 M=* Name="*あわわ"
D=3 V=0 M=* Name="*ベー"
D=3 V=0 M=* Name="*ε"
D=3 V=0 M=* Name="*栗"
D=3 V=0 M=* Name="*へ"
D=3 V=0 M=* Name="*不敵"
D=3 V=0 M=* Name="*＼／"
D=2 V=0 M=+ Name="+レイヤー 2"
D=2 V=0 M=+ Name="+毒"
D=2 V=0 M=+ Name="+影"
D=2 V=1 M=  Name="目"
D=3 V=1 M=  Name="目茜"
D=4 V=1 M=* Name="*開く"
D=4 V=0 M=* Name="*半目"
D=4 V=0 M=* Name="*閉じ"
D=4 V=0 M=* Name="*にっこり茜"
D=4 V=0 M=* Name="*猫目SD"
D=4 V=0 M=* Name="*猫目茜"
D=4 V=0 M=* Name="*白目茜"
D=4 V=0 M=* Name="*白目SD"
D=4 V=0 M=* Name="*＞＜"
D=4 V=0 M=* Name="*ジト目SD"
D=4 V=0 M=* Name="*ジト目"
D=4 V=0 M=* Name="*ニヤリ"
D=4 V=0 M=* Name="*〇 〇"
D=4 V=0 M=* Name="*｜｜"
D=4 V=0 M=* Name="*ウィンク"
D=4 V=0 M=* Name="*片目"
D=4 V=0 M=* Name="*・ ・"
D=4 V=0 M=* Name="*点々"
D=4 V=0 M=* Name="*ハート"
D=4 V=0 M=* Name="*目にハート"
D=4 V=0 M=* Name="*しいたけ"
D=4 V=0 M=* Name="*うるうる"
D=4 V=0 M=* Name="*ぐるぐるSD"
D=4 V=0 M=* Name="*ぐるぐる"
D=4 V=0 M=* Name="*目が泳ぐ"
D=4 V=0 M=* Name="*下"
D=4 V=0 M=* Name="*おこ"
D=4 V=0 M=* Name="*懐疑"
D=4 V=0 M=* Name="*アヘ"
D=4 V=0 M=* Name="*アヘ涙"
D=4 V=0 M=* Name="*―　―"
D=4 V=0 M=* Name="*涙SD"
D=4 V=0 M=* Name="*涙"
D=3 V=0 M=  Name="目茜手前"
D=4 V=0 M=* Name="*開く"
D=4 V=0 M=* Name="*半目"
D=4 V=0 M=* Name="*閉じ"
D=4 V=0 M=* Name="*にっこり茜"
D=4 V=0 M=* Name="*猫目SD"
D=4 V=0 M=* Name="*猫目茜"
D=4 V=0 M=* Name="*白目茜"
D=4 V=0 M=* Name="*白目SD"
D=4 V=0 M=* Name="*＞＜"
D=4 V=0 M=* Name="*ジト目SD"
D=4 V=0 M=* Name="*ジト目"
D=4 V=0 M=* Name="*ニヤリ"
D=4 V=0 M=* Name="*〇 〇"
D=4 V=0 M=* Name="*｜｜"
D=4 V=0 M=* Name="*ウィンク"
D=4 V=0 M=* Name="*片目"
D=4 V=0 M=* Name="*・ ・"
D=4 V=0 M=* Name="*点々"
D=4 V=0 M=* Name="*ハート"
D=4 V=0 M=* Name="*目にハート"
D=4 V=0 M=* Name="*しいたけ"
D=4 V=0 M=* Name="*うるうる"
D=4 V=0 M=* Name="*ぐるぐるSD"
D=4 V=0 M=* Name="*ぐるぐる"
D=4 V=0 M=* Name="*目が泳ぐ"
D=4 V=0 M=* Name="*下"
D=4 V=0 M=* Name="*おこ"
D=4 V=0 M=* Name="*懐疑"
D=4 V=0 M=* Name="*アヘ"
D=4 V=0 M=* Name="*アヘ涙"
D=4 V=0 M=* Name="*―　―"
D=4 V=0 M=* Name="*涙SD"
D=4 V=0 M=* Name="*涙"
D=3 V=0 M=  Name="目茜光オフ"
D=4 V=0 M=* Name="*開く"
D=4 V=0 M=* Name="*半目"
D=4 V=0 M=* Name="*閉じ"
D=4 V=0 M=* Name="*にっこり茜"
D=4 V=0 M=* Name="*猫目SD"
D=4 V=0 M=* Name="*猫目茜"
D=4 V=0 M=* Name="*白目茜"
D=4 V=0 M=* Name="*白目SD"
D=4 V=0 M=* Name="*＞＜"
D=4 V=0 M=* Name="*ジト目SD"
D=4 V=0 M=* Name="*ジト目"
D=4 V=0 M=* Name="*ニヤリ"
D=4 V=0 M=* Name="*〇 〇"
D=4 V=0 M=* Name="*｜｜"
D=4 V=0 M=* Name="*ウィンク"
D=4 V=0 M=* Name="*片目"
D=4 V=0 M=* Name="*・ ・"
D=4 V=0 M=* Name="*点々"
D=4 V=0 M=* Name="*ハート"
D=4 V=0 M=* Name="*目にハート"
D=4 V=0 M=* Name="*しいたけ"
D=4 V=0 M=* Name="*うるうる"
D=4 V=0 M=* Name="*ぐるぐるSD"
D=4 V=0 M=* Name="*ぐるぐる"
D=4 V=0 M=* Name="*目が泳ぐ"
D=4 V=0 M=* Name="*下"
D=4 V=0 M=* Name="*おこ"
D=4 V=0 M=* Name="*懐疑"
D=4 V=0 M=* Name="*アヘ"
D=4 V=0 M=* Name="*アヘ涙"
D=4 V=0 M=* Name="*―　―"
D=4 V=0 M=* Name="*涙SD"
D=4 V=0 M=* Name="*涙"
D=3 V=0 M=  Name="目茜手前光オフ"
D=4 V=0 M=* Name="*開く"
D=4 V=0 M=* Name="*半目"
D=4 V=0 M=* Name="*閉じ"
D=4 V=0 M=* Name="*にっこり茜"
D=4 V=0 M=* Name="*猫目SD"
D=4 V=0 M=* Name="*猫目茜"
D=4 V=0 M=* Name="*白目茜"
D=4 V=0 M=* Name="*白目SD"
D=4 V=0 M=* Name="*＞＜"
D=4 V=0 M=* Name="*ジト目SD"
D=4 V=0 M=* Name="*ジト目"
D=4 V=0 M=* Name="*ニヤリ"
D=4 V=0 M=* Name="*〇 〇"
D=4 V=0 M=* Name="*｜｜"
D=4 V=0 M=* Name="*ウィンク"
D=4 V=0 M=* Name="*片目"
D=4 V=0 M=* Name="*・ ・"
D=4 V=0 M=* Name="*点々"
D=4 V=0 M=* Name="*ハート"
D=4 V=0 M=* Name="*目にハート"
D=4 V=0 M=* Name="*しいたけ"
D=4 V=0 M=* Name="*うるうる"
D=4 V=0 M=* Name="*ぐるぐるSD"
D=4 V=0 M=* Name="*ぐるぐる"
D=4 V=0 M=* Name="*目が泳ぐ"
D=4 V=0 M=* Name="*下"
D=4 V=0 M=* Name="*おこ"
D=4 V=0 M=* Name="*懐疑"
D=4 V=0 M=* Name="*アヘ"
D=4 V=0 M=* Name="*アヘ涙"
D=4 V=0 M=* Name="*―　―"
D=4 V=0 M=* Name="*涙SD"
D=4 V=0 M=* Name="*涙"
D=3 V=0 M=  Name="開く"
D=4 V=1 M=  Name="レイヤー 129"
D=4 V=1 M=  Name="レイヤー 5"
D=4 V=1 M=  Name="眼"
D=5 V=1 M=  Name="フォルダー 2"
D=6 V=1 M=  Name="レイヤー 90"
D=6 V=1 M=  Name="レイヤー 13"
D=6 V=1 M=  Name="レイヤー 93"
D=6 V=1 M=  Name="レイヤー 87"
D=6 V=1 M=  Name="レイヤー 92"
D=6 V=1 M=  Name="レイヤー 91"
D=6 V=1 M=  Name="レイヤー 89"
D=6 V=1 M=  Name="レイヤー 88"
D=6 V=1 M=  Name="レイヤー 86"
D=5 V=1 M=  Name="レイヤー 99"
D=5 V=1 M=  Name="レイヤー 4"
D=5 V=1 M=  Name="レイヤー 34"
D=5 V=1 M=  Name="レイヤー 33"
D=2 V=1 M=  Name="頬"
D=3 V=0 M=+ Name="+陰気"
D=3 V=1 M=  Name="通常"
D=3 V=0 M=+ Name="+汗"
D=3 V=0 M=+ Name="+ぐるぐる"
D=3 V=0 M=+ Name="+赤面"
D=2 V=1 M=  Name="服"
D=3 V=1 M=  Name="頭"
D=3 V=0 M=+ Name="+パジャマ"
D=3 V=1 M=  Name="双子コーデ"
D=3 V=0 M=  Name="茜冬服"
D=4 V=1 M=  Name="茜冬服"
D=4 V=1 M=  Name="冬ブーツ"
D=4 V=1 M=  Name="レギンス"
D=3 V=0 M=+ Name="+茜夏服"
D=3 V=1 M=  Name="水着"
D=2 V=1 M=  Name="右腕"
D=3 V=0 M=  Name="パジャマ右腕"
D=4 V=0 M=* Name="*通常"
D=4 V=1 M=* Name="*腰"
D=4 V=0 M=* Name="*きゅ"
D=4 V=0 M=* Name="*猫手"
D=4 V=0 M=* Name="*お手上げ"
D=4 V=0 M=* Name="*ばんざいいち"
D=4 V=0 M=* Name="*ばんざいぐー"
D=4 V=0 M=* Name="*ばんざいちょき"
D=4 V=0 M=* Name="*ばんざいぱー"
D=4 V=0 M=* Name="*つんつん"
D=4 V=0 M=* Name="*※色々"
D=3 V=1 M=  Name="双子コーデ右腕"
D=4 V=0 M=* Name="*通常"
D=4 V=1 M=* Name="*腰"
D=4 V=0 M=* Name="*きゅ"
D=4 V=0 M=* Name="*猫手"
D=4 V=0 M=* Name="*お手上げ"
D=4 V=0 M=* Name="*ばんざいいち"
D=4 V=0 M=* Name="*ばんざいぐー"
D=4 V=0 M=* Name="*ばんざいちょき"
D=4 V=0 M=* Name="*ばんざいぱー"
D=4 V=0 M=* Name="*つんつん"
D=4 V=0 M=* Name="*※色々"
D=4 V=0 M=* Name="*※2ダブピ(両)"
D=3 V=0 M=  Name="茜冬服右腕"
D=4 V=0 M=* Name="*通常"
D=4 V=1 M=* Name="*腰"
D=4 V=0 M=* Name="*きゅ"
D=4 V=0 M=* Name="*猫手"
D=4 V=0 M=* Name="*お手上げ"
D=4 V=0 M=* Name="*ばんざいいち"
D=4 V=0 M=* Name="*ばんざいぐー"
D=4 V=0 M=* Name="*ばんざいちょき"
D=4 V=0 M=* Name="*ばんざいぱー"
D=4 V=0 M=* Name="*つんつん"
D=4 V=0 M=* Name="*※色々"
D=4 V=0 M=* Name="*※2ダブピ(両)"
D=3 V=0 M=  Name="茜夏服右腕"
D=4 V=0 M=* Name="*通常"
D=4 V=1 M=* Name="*腰"
D=4 V=0 M=* Name="*きゅ"
D=4 V=0 M=* Name="*猫手"
D=4 V=0 M=* Name="*お手上げ"
D=4 V=0 M=* Name="*ばんざいいち"
D=4 V=0 M=* Name="*ばんざいぐー"
D=4 V=0 M=* Name="*ばんざいちょき"
D=4 V=0 M=* Name="*ばんざいぱー"
D=4 V=0 M=* Name="*つんつん"
D=4 V=0 M=* Name="*※色々"
D=4 V=0 M=* Name="*※2ダブピ(両)"
D=3 V=0 M=  Name="右腕"
D=4 V=0 M=* Name="*通常"
D=4 V=1 M=* Name="*腰"
D=4 V=0 M=* Name="*きゅ"
D=4 V=0 M=* Name="*猫手"
D=4 V=0 M=* Name="*お手上げ"
D=4 V=0 M=* Name="*ばんざいいち"
D=4 V=0 M=* Name="*ばんざいぐー"
D=4 V=0 M=* Name="*ばんざいちょき"
D=4 V=0 M=* Name="*ばんざいぱー"
D=4 V=0 M=* Name="*つんつん"
D=4 V=0 M=* Name="*※色々"
D=4 V=0 M=* Name="*※2ダブピ(両)"
D=2 V=1 M=  Name="後髪"
D=3 V=0 M=+ Name="+サイドテール"
D=3 V=0 M=+ Name="+ショート"
D=3 V=1 M=  Name="通常"
D=3 V=0 M=+ Name="+ポニテすっきり"
D=3 V=0 M=+ Name="+ポニテもふもふ"
D=3 V=0 M=+ Name="+サイドテール逆"
D=3 V=0 M=+ Name="+浴衣"
D=2 V=0 M=+ Name="+髪飾逆"

[PSDMarkerDumpEnd]
